collection_date,collection_time,station_id,station_name,train_category,train_number,train_operator,train_to,departure_date,departure_time,arrival_date,arrival_time,departure_timestamp,arrival_timestamp,delay,platform,prognosis_departure,prognosis_arrival,prognosis_platform,capacity1st,capacity2nd,board_type,request_time,request_date
2025-04-06,15:59:44,8505000,Luzern,S,4,ZB,Stans,2025-01-02,22:01:00,,,22:01:00,,,14,,,,,,arrival,22:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,22:01:00,,,22:01:00,,,4,,,,,,arrival,22:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-02,22:58:00,,,22:58:00,,,10,,,,,,arrival,23:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,S,4,ZB,Stans,2025-01-02,23:01:00,,,23:01:00,,,14,,,,,,arrival,23:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-02,23:01:00,,,23:01:00,,,4,,,,,,arrival,23:00,2025-01-02
2025-04-06,15:59:44,8505000,Luzern,S,1,SBB,Turgi,2025-01-03,01:37:00,,,01:37:00,,,6,,,,,,arrival,05:00,2025-01-03
2025-04-06,15:59:44,8505000,Luzern,S,1,SBB,Sursee,2025-01-03,05:14:00,,,05:14:00,,,,,,,,,arrival,05:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,9,SBB,Beinwil am See,2025-01-03,05:58:00,,,05:58:00,,,10,,,,,,arrival,06:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,4,ZB,Stans,2025-01-03,06:01:00,,,06:01:00,,,14,,,,,,arrival,06:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,9,SBB,Beinwil am See,2025-01-03,06:58:00,,,06:58:00,,,10,,,,,,arrival,07:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,4,ZB,Stans,2025-01-03,07:01:00,,,07:01:00,,,15,,,,,,arrival,07:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,IR,15,SBB,Fribourg/Freiburg,2025-01-03,07:01:00,,,07:01:00,,,4,,,,,,arrival,07:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,07:58:00,,,07:58:00,,,10,,,,,,arrival,08:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,4,ZB,Stans,2025-01-03,08:01:00,,,08:01:00,,,15,,,,,,arrival,08:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,IR,15,SBB,Lausanne,2025-01-03,08:01:00,,,08:01:00,,,3,,,,,,arrival,08:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,08:58:00,,,08:58:00,,,10,,,,,,arrival,09:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,S,4,ZB,Stans,2025-01-03,09:01:00,,,09:01:00,,,14,,,,,,arrival,09:00,2025-01-03
2025-04-06,15:59:45,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,09:01:00,,,09:01:00,,,4,,,,,,arrival,09:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,09:58:00,,,09:58:00,,,10,,,,,,arrival,10:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,S,4,ZB,Stans,2025-01-03,10:01:00,,,10:01:00,,,14,,,,,,arrival,10:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,10:01:00,,,10:01:00,,,3,,,,,,arrival,10:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,S,9,SBB,Lenzburg,2025-01-03,10:58:00,,,10:58:00,,,10,,,,,,arrival,11:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,S,4,ZB,Stans,2025-01-03,11:01:00,,,11:01:00,,,14,,,,,,arrival,11:00,2025-01-03
2025-04-06,15:59:46,8505000,Luzern,IR,15,SBB,Genève-Aéroport,2025-01-03,11:01:00,,,11:01:00,,,4,,,,,,arrival,11:00,2025-01-03
